ReviewDate,CocoaPercent,CompanyLoc,Rating,Grade
2009,0.7,France,2.75,Below Average
2009,0.8,France,2.75,Below Average
2013,0.7,U.S.A.,3.75,Satisfactory
2009,0.72,Mexico,2,Below Average
2014,0.6,U.S.A.,3,Satisfactory
2014,0.72,U.S.A.,2.5,Below Average
2014,0.72,U.S.A.,2.75,Below Average
2014,0.72,U.S.A.,3,Satisfactory
2014,0.72,U.S.A.,3.25,Satisfactory
2014,0.9,U.S.A.,3.25,Satisfactory
2014,0.72,U.S.A.,3.25,Satisfactory
2014,0.72,U.S.A.,3.25,Satisfactory
2016,0.7,U.S.A.,3.25,Satisfactory
2016,0.7,U.S.A.,2.75,Below Average
2016,0.7,U.S.A.,3.75,Satisfactory
2016,0.7,U.S.A.,3.75,Satisfactory
2014,0.73,U.S.A.,2.5,Below Average
2014,0.73,U.S.A.,3,Satisfactory
2014,0.73,U.S.A.,2.5,Below Average
2014,0.73,U.S.A.,3,Satisfactory
2012,0.74,U.S.A.,3.25,Satisfactory
2012,0.7,U.S.A.,4,Excellent
2012,0.68,U.S.A.,3.75,Satisfactory
2011,0.74,U.S.A.,3.75,Satisfactory
2010,0.75,U.S.A.,3.25,Satisfactory
2010,0.74,U.S.A.,3.75,Satisfactory
2010,0.71,U.S.A.,3,Satisfactory
2009,0.64,U.S.A.,3.5,Satisfactory
2009,0.68,U.S.A.,3,Satisfactory
2016,0.7,Japan,2.25,Below Average
2016,0.7,Japan,2.5,Below Average
2016,0.7,Japan,3,Satisfactory
2016,0.7,Japan,3,Satisfactory
2013,0.74,France,2.75,Below Average
2013,0.6,France,3.25,Satisfactory
2013,0.56,France,3.25,Satisfactory
2012,0.66,France,3.5,Satisfactory
2011,0.68,France,3.5,Satisfactory
2009,0.68,France,3.25,Satisfactory
2009,0.69,France,3.5,Satisfactory
2009,0.6,France,3,Satisfactory
2009,0.6,France,3.75,Satisfactory
2008,0.74,France,3.5,Satisfactory
2011,0.72,Peru,2.5,Below Average
2011,0.6,Ecuador,3.25,Satisfactory
2015,0.75,France,2.75,Below Average
2015,0.75,France,2.75,Below Average
2015,0.75,France,3,Satisfactory
2015,0.75,France,3.25,Satisfactory
2015,0.75,France,3,Satisfactory
2015,0.75,France,3.5,Satisfactory
2015,0.75,France,3.25,Satisfactory
2015,0.75,France,3.75,Satisfactory
2014,0.7,France,2.75,Below Average
2014,0.68,France,2.75,Below Average
2012,0.7,Brazil,3.5,Satisfactory
2009,0.75,U.S.A.,2.5,Below Average
2016,0.8,U.S.A.,3.5,Satisfactory
2012,0.75,U.S.A.,3,Satisfactory
2012,0.75,U.S.A.,3,Satisfactory
2012,0.72,U.S.A.,3,Satisfactory
2017,0.7,U.S.A.,3.5,Satisfactory
2017,0.7,U.S.A.,3.25,Satisfactory
2016,0.7,U.S.A.,3.25,Satisfactory
2015,0.7,U.S.A.,3.25,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.7,U.S.A.,3,Satisfactory
2015,0.7,U.S.A.,3.25,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2014,0.7,U.S.A.,3.5,Satisfactory
2014,0.71,Finland,3.5,Satisfactory
2016,0.7,Finland,3,Satisfactory
2012,0.65,U.S.A.,3.5,Satisfactory
2012,0.68,U.S.A.,3.5,Satisfactory
2012,0.68,U.S.A.,3.75,Satisfactory
2012,0.75,U.S.A.,2.75,Below Average
2012,0.74,U.S.A.,3,Satisfactory
2012,0.68,U.S.A.,3.5,Satisfactory
2007,0.85,Switzerland,3,Satisfactory
2013,0.65,Puerto Rico,2.5,Below Average
2014,0.7,U.S.A.,3.75,Satisfactory
2014,0.65,U.S.A.,3.25,Satisfactory
2014,0.75,U.S.A.,3.75,Satisfactory
2013,0.71,U.S.A.,3,Satisfactory
2013,0.72,U.S.A.,3,Satisfactory
2013,0.7,U.S.A.,3.5,Satisfactory
2015,0.75,U.S.A.,2,Below Average
2010,0.46,Colombia,2.75,Below Average
2010,0.6,Colombia,3,Satisfactory
2010,0.58,Colombia,3,Satisfactory
2010,0.65,Colombia,3.5,Satisfactory
2011,0.7,Peru,1.5,Poor
2010,0.55,Peru,2.25,Below Average
2008,0.67,Madagascar,3.5,Satisfactory
2008,0.7,Madagascar,3.75,Satisfactory
2008,0.63,Madagascar,4,Excellent
2008,0.75,Madagascar,3.5,Satisfactory
2017,0.73,U.S.A.,3.5,Satisfactory
2013,0.7,U.S.A.,2.75,Below Average
2013,0.7,U.S.A.,3.5,Satisfactory
2013,0.7,U.S.A.,2.75,Below Average
2013,0.7,U.S.A.,2.75,Below Average
2012,0.7,U.S.A.,3.25,Satisfactory
2012,0.7,U.S.A.,3.25,Satisfactory
2012,0.7,U.S.A.,3.5,Satisfactory
2011,0.7,U.S.A.,2.5,Below Average
2011,0.7,U.S.A.,2.75,Below Average
2010,0.72,U.S.A.,2.75,Below Average
2008,0.75,Italy,2,Below Average
2008,0.7,Italy,3,Satisfactory
2008,0.7,Italy,3.25,Satisfactory
2008,0.7,Italy,3.75,Satisfactory
2010,0.7,Italy,2,Below Average
2007,0.75,Madagascar,2.75,Below Average
2007,0.73,Madagascar,3.5,Satisfactory
2013,0.65,Philippines,3.5,Satisfactory
2010,0.55,U.S.A.,3.5,Satisfactory
2009,0.55,U.S.A.,2.75,Below Average
2016,0.7,Sweden,3,Satisfactory
2015,0.74,U.S.A.,2.5,Below Average
2014,0.74,U.S.A.,2.5,Below Average
2014,0.74,U.S.A.,2.75,Below Average
2012,0.74,U.S.A.,3.75,Satisfactory
2014,0.7,Colombia,2.75,Below Average
2015,0.72,U.S.A.,3.5,Satisfactory
2015,0.72,U.S.A.,3.75,Satisfactory
2013,0.72,U.S.A.,3.75,Satisfactory
2012,0.72,U.S.A.,3.25,Satisfactory
2012,0.72,U.S.A.,2.75,Below Average
2012,0.72,U.S.A.,3,Satisfactory
2012,0.72,U.S.A.,3.25,Satisfactory
2016,0.7,Poland,3.75,Satisfactory
2016,0.7,Poland,3.5,Satisfactory
2014,0.7,Poland,3.75,Satisfactory
2014,0.85,Poland,3.5,Satisfactory
2012,0.7,Poland,3.25,Satisfactory
2012,0.7,Poland,3.5,Satisfactory
2012,0.7,Poland,3.25,Satisfactory
2016,0.75,U.S.A.,3.25,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.62,U.S.A.,3.5,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.7,U.S.A.,2.75,Below Average
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.68,U.S.A.,3.5,Satisfactory
2015,0.75,U.S.A.,2.75,Below Average
2015,0.72,U.S.A.,3,Satisfactory
2015,0.78,U.S.A.,3.5,Satisfactory
2016,0.7,Peru,3,Satisfactory
2016,0.7,Peru,2.75,Below Average
2016,0.7,Peru,3,Satisfactory
2016,0.75,Canada,3.25,Satisfactory
2015,0.85,Vietnam,3.25,Satisfactory
2015,0.68,Vietnam,3.5,Satisfactory
2015,0.7,Vietnam,3.75,Satisfactory
2013,0.75,Vietnam,3.5,Satisfactory
2012,0.76,Vietnam,3.5,Satisfactory
2012,0.72,Vietnam,3.5,Satisfactory
2012,0.7,Vietnam,3.5,Satisfactory
2012,0.78,Vietnam,3.5,Satisfactory
2012,0.8,Vietnam,3,Satisfactory
2012,0.74,Vietnam,3.5,Satisfactory
2010,0.65,U.S.A.,3,Satisfactory
2010,0.65,U.S.A.,3,Satisfactory
2010,0.65,U.S.A.,3.25,Satisfactory
2010,0.65,U.S.A.,3.5,Satisfactory
2013,0.74,U.S.A.,2.25,Below Average
2013,0.89,U.S.A.,2.5,Below Average
2016,0.76,Austria,2.75,Below Average
2016,0.82,Austria,3,Satisfactory
2016,0.74,Austria,3.25,Satisfactory
2015,0.76,U.S.A.,3,Satisfactory
2015,0.74,U.S.A.,3.25,Satisfactory
2014,0.75,U.S.A.,3.75,Satisfactory
2012,0.73,U.S.A.,3.5,Satisfactory
2012,0.72,U.S.A.,2.5,Below Average
2012,0.73,U.S.A.,2.75,Below Average
2011,0.72,U.S.A.,3.5,Satisfactory
2011,0.76,U.S.A.,3,Satisfactory
2011,0.7,U.S.A.,3,Satisfactory
2011,0.81,U.S.A.,2.75,Below Average
2011,0.7,U.S.A.,3.5,Satisfactory
2011,0.71,U.S.A.,2.75,Below Average
2011,0.75,U.S.A.,3,Satisfactory
2011,0.73,U.S.A.,3.25,Satisfactory
2011,0.74,U.S.A.,3.75,Satisfactory
2010,0.81,U.S.A.,2.75,Below Average
2010,0.75,U.S.A.,3,Satisfactory
2010,0.7,U.S.A.,3.25,Satisfactory
2013,0.72,Australia,3.5,Satisfactory
2013,0.68,Australia,4,Excellent
2013,0.74,Australia,4,Excellent
2013,0.7,Australia,3.75,Satisfactory
2014,0.7,U.S.A.,3.25,Satisfactory
2014,0.7,U.S.A.,3.25,Satisfactory
2014,0.82,U.S.A.,3.25,Satisfactory
2014,0.63,U.S.A.,3.5,Satisfactory
2016,0.72,U.S.A.,3,Satisfactory
2014,0.7,U.S.A.,2.5,Below Average
2014,0.7,U.S.A.,2.75,Below Average
2014,0.7,U.S.A.,3,Satisfactory
2014,0.7,U.S.A.,3,Satisfactory
2014,0.7,U.S.A.,3.5,Satisfactory
2012,0.8,Madagascar,2.5,Below Average
2012,0.72,Madagascar,2.5,Below Average
2015,0.8,Honduras,2.75,Below Average
2015,0.7,Honduras,3,Satisfactory
2014,0.8,Honduras,3.25,Satisfactory
2014,0.7,Honduras,3.5,Satisfactory
2014,0.7,Honduras,3.25,Satisfactory
2014,0.8,Honduras,3.5,Satisfactory
2014,0.7,Sweden,3,Satisfactory
2014,0.72,Sweden,3.5,Satisfactory
2015,0.7,Amsterdam,3.5,Satisfactory
2012,0.66,France,3.75,Satisfactory
2007,0.66,France,3.5,Satisfactory
2007,0.67,France,3.5,Satisfactory
2006,0.6,France,2,Below Average
2006,0.85,France,2,Below Average
2006,0.7,France,3,Satisfactory
2006,0.67,France,4,Excellent
2006,0.65,France,4,Excellent
2006,0.64,France,4,Excellent
2006,0.99,France,2,Below Average
2015,0.8,U.S.A.,3.5,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.75,U.S.A.,3.75,Satisfactory
2015,0.75,U.S.A.,3.75,Satisfactory
2015,0.75,U.S.A.,3.25,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2013,0.75,U.S.A.,2.5,Below Average
2013,0.8,U.S.A.,3.25,Satisfactory
2012,0.65,U.S.A.,1.5,Poor
2012,0.75,U.S.A.,2,Below Average
2012,0.7,U.S.A.,2.5,Below Average
2013,0.7,U.S.A.,2.5,Below Average
2012,0.7,U.S.A.,3.5,Satisfactory
2010,0.67,U.S.A.,2.75,Below Average
2010,0.77,U.S.A.,2.75,Below Average
2016,0.7,Japan,3.5,Satisfactory
2016,0.75,Brazil,3.75,Satisfactory
2015,0.7,Brazil,3.5,Satisfactory
2012,0.65,Colombia,2.5,Below Average
2013,0.73,U.S.A.,3.25,Satisfactory
2013,0.72,U.S.A.,3,Satisfactory
2010,0.67,U.S.A.,2.75,Below Average
2015,0.7,U.S.A.,3,Satisfactory
2015,0.7,U.S.A.,2.75,Below Average
2015,0.7,U.S.A.,3.25,Satisfactory
2011,0.7,Nicaragua,2.75,Below Average
2011,0.7,Nicaragua,2.75,Below Average
2011,0.7,Nicaragua,3.25,Satisfactory
2016,0.72,Canada,3.5,Satisfactory
2014,0.7,Australia,3.25,Satisfactory
2015,0.7,Ecuador,3.25,Satisfactory
2015,0.63,Ecuador,3.5,Satisfactory
2015,0.85,Ecuador,3.5,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.8,U.S.A.,3.5,Satisfactory
2016,0.68,U.S.A.,2.75,Below Average
2016,0.71,U.S.A.,2.75,Below Average
2016,0.68,U.S.A.,2.75,Below Average
2016,0.8,U.S.A.,3,Satisfactory
2013,0.58,Costa Rica,2.5,Below Average
2013,0.7,Costa Rica,3,Satisfactory
2013,0.7,Lithuania,3.75,Satisfactory
2013,0.78,Lithuania,3.75,Satisfactory
2012,0.71,Lithuania,2.5,Below Average
2014,0.7,Lithuania,3.25,Satisfactory
2014,0.75,Lithuania,2.75,Below Average
2014,0.7,Lithuania,3,Satisfactory
2013,0.85,U.S.A.,3.5,Satisfactory
2014,0.72,U.S.A.,2.25,Below Average
2014,0.7,U.S.A.,2.5,Below Average
2014,0.74,U.S.A.,2.5,Below Average
2014,0.7,U.S.A.,3.5,Satisfactory
2010,0.7,Belgium,2.5,Below Average
2008,0.67,Belgium,3.75,Satisfactory
2007,0.73,Belgium,1,Poor
2006,0.73,Belgium,2,Below Average
2006,0.75,Belgium,2.75,Below Average
2006,0.71,Belgium,3,Satisfactory
2015,0.72,U.S.A.,2.25,Below Average
2015,0.72,U.S.A.,2.75,Below Average
2015,0.72,U.S.A.,3,Satisfactory
2015,0.72,U.S.A.,3,Satisfactory
2013,0.75,U.S.A.,2.75,Below Average
2013,0.75,U.S.A.,3.5,Satisfactory
2014,0.75,U.S.A.,3,Satisfactory
2014,0.75,U.S.A.,3,Satisfactory
2014,0.75,U.S.A.,3.25,Satisfactory
2012,0.7,U.S.A.,3,Satisfactory
2012,0.7,U.S.A.,3,Satisfactory
2012,0.7,Nicaragua,3,Satisfactory
2012,0.75,Niacragua,2.75,Below Average
2012,0.8,Nicaragua,3.25,Satisfactory
2015,0.7,U.S.A.,3.75,Satisfactory
2015,0.7,U.S.A.,2.75,Below Average
2015,0.7,U.S.A.,3,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2015,0.7,U.S.A.,3.75,Satisfactory
2016,0.7,Brazil,3.5,Satisfactory
2010,0.7,U.S.A.,2.5,Below Average
2015,0.7,Chile,3.75,Satisfactory
2015,0.7,Chile,3.75,Satisfactory
2015,0.7,Scotland,3.75,Satisfactory
2015,0.75,Scotland,4,Excellent
2016,1,New Zealand,2.75,Below Average
2016,0.7,New Zealand,3.5,Satisfactory
2014,0.66,New Zealand,2.75,Below Average
2014,0.7,New Zealand,3,Satisfactory
2014,0.88,New Zealand,3.25,Satisfactory
2014,0.74,New Zealand,3.5,Satisfactory
2015,0.7,U.S.A.,2.75,Below Average
2015,0.7,U.S.A.,3,Satisfactory
2011,0.7,Germany,3.5,Satisfactory
2010,0.72,U.S.A.,3,Satisfactory
2010,0.72,U.S.A.,3,Satisfactory
2009,0.67,U.S.A.,2.75,Below Average
2009,0.75,U.S.A.,3,Satisfactory
2011,0.76,Canada,2,Below Average
2011,0.76,Canada,2.75,Below Average
2011,0.85,Canada,2.75,Below Average
2011,0.85,Canada,3,Satisfactory
2011,0.8,Ghana,2.75,Below Average
2016,0.7,Iceland,3.75,Satisfactory
2014,0.7,Iceland,3,Satisfactory
2014,0.66,Iceland,3.5,Satisfactory
2013,0.74,Canada,2.75,Below Average
2013,0.72,Canada,2.75,Below Average
2013,0.72,Canada,2.75,Below Average
2013,0.72,Canada,3,Satisfactory
2013,0.72,Canada,3,Satisfactory
2014,0.68,Switzerland,2.75,Below Average
2014,0.8,Switzerland,3.25,Satisfactory
2011,0.66,Switzerland,3.75,Satisfactory
2009,0.7,Switzerland,3,Satisfactory
2009,0.75,Switzerland,3,Satisfactory
2009,0.68,Switzerland,3.25,Satisfactory
2009,0.6,U.S.A.,3,Satisfactory
2006,0.6,U.S.A.,3,Satisfactory
2012,0.65,Peru,3,Satisfactory
2012,0.72,Peru,3,Satisfactory
2016,0.7,Ecuador,4,Excellent
2014,0.7,Ecuador,3.25,Satisfactory
2014,0.7,Ecuador,3.5,Satisfactory
2014,0.7,Ecuador,3.75,Satisfactory
2014,0.7,Ecuador,4,Excellent
2012,0.85,Ecuador,2.75,Below Average
2012,0.7,Ecuador,4,Excellent
2011,0.7,Ecuador,3.5,Satisfactory
2008,0.6,Ecuador,2.5,Below Average
2008,0.65,Ecuador,2.75,Below Average
2008,0.72,Ecuador,3,Satisfactory
2008,1,Ecuador,2,Below Average
2008,0.7,Ecuador,3.5,Satisfactory
2016,0.7,Canada,2.75,Below Average
2016,0.72,Canada,3,Satisfactory
2015,0.7,Canada,3.25,Satisfactory
2015,0.7,Canada,3.25,Satisfactory
2015,0.72,Canada,3.5,Satisfactory
2015,0.72,Canada,3.75,Satisfactory
2014,0.72,Canada,2.75,Below Average
2014,0.78,Canada,3.75,Satisfactory
2014,0.75,Canada,2.75,Below Average
2014,0.75,Canada,3.5,Satisfactory
2014,0.7,Canada,3.75,Satisfactory
2016,0.76,Spain,3,Satisfactory
2014,0.65,U.S.A.,3.5,Satisfactory
2016,0.7,U.S.A.,3.25,Satisfactory
2015,0.7,U.S.A.,3.5,Satisfactory
2014,0.7,U.S.A.,3,Satisfactory
2014,0.7,U.S.A.,3.5,Satisfactory
2013,0.55,Peru,2.5,Below Average
2013,0.7,Peru,2.75,Below Average
2011,0.7,U.S.A.,3.75,Satisfactory
2009,0.75,U.S.A.,4,Excellent
2009,0.67,U.S.A.,3.5,Satisfactory
2009,0.7,U.S.A.,3.5,Satisfactory
2007,0.7,U.S.A.,4,Excellent
2013,0.67,U.S.A.,4,Excellent
2014,0.73,U.K.,2.25,Below Average
2014,0.64,U.K.,2.75,Below Average
2015,0.82,U.S.A.,3,Satisfactory
2015,0.7,Belgium,3.25,Satisfactory
2010,0.75,Belgium,3,Satisfactory
2010,0.75,Belgium,3.25,Satisfactory
2010,0.78,Belgium,3.75,Satisfactory
2010,0.85,Belgium,3,Satisfactory
2009,0.72,Belgium,3,Satisfactory
2009,0.72,Belgium,3,Satisfactory
2007,0.7,Belgium,4,Excellent
2007,0.72,Belgium,3.75,Satisfactory
2007,0.72,Belgium,4,Excellent
2007,0.85,Belgium,3.5,Satisfactory
2006,0.72,Belgium,4,Excellent
2006,0.72,Belgium,3,Satisfactory
2006,0.72,Belgium,4,Excellent
2016,0.8,U.S.A.,2.5,Below Average
2015,0.62,U.S.A.,2.5,Below Average
2015,0.8,U.S.A.,2.75,Below Average
2015,0.8,U.S.A.,2.75,Below Average
2015,0.8,U.S.A.,2.75,Below Average
2015,0.8,U.S.A.,3.25,Satisfactory
2014,0.73,U.S.A.,3.25,Satisfactory
2014,0.73,U.S.A.,2.5,Below Average
2014,0.73,U.S.A.,3.25,Satisfactory
2014,0.73,U.S.A.,3.5,Satisfactory
2012,0.76,U.S.A.,2.5,Below Average
2012,0.82,U.S.A.,2.75,Below Average
2016,0.7,U.S.A.,3.75,Satisfactory
2014,0.7,U.S.A.,3.75,Satisfactory
2011,0.7,U.S.A.,3.5,Satisfactory
2011,0.7,U.S.A.,3,Satisfactory
2011,0.7,U.S.A.,2.75,Below Average
2011,0.7,U.S.A.,3.5,Satisfactory
2010,0.82,U.S.A.,3.75,Satisfactory
2015,0.75,France,3.25,Satisfactory
2011,0.75,France,3.25,Satisfactory
2010,0.75,France,3.5,Satisfactory
2009,0.75,France,2,Below Average
2008,0.75,France,3,Satisfactory
2008,1,France,3,Satisfactory
2008,0.75,France,2,Below Average
2008,0.75,France,3.5,Satisfactory
2007,0.75,France,4,Excellent
2006,0.75,France,3,Satisfactory
2006,0.75,France,3.5,Satisfactory
2006,0.75,France,3.5,Satisfactory
2006,0.75,France,3.5,Satisfactory
2006,0.75,France,3.75,Satisfactory
2006,0.75,France,3.5,Satisfactory
2006,0.75,France,3.5,Satisfactory
2006,0.75,France,4,Excellent
2006,0.75,France,3,Satisfactory
2006,0.75,France,3,Satisfactory
2006,0.75,France,3.25,Satisfactory
2006,0.75,France,3.5,Satisfactory
2006,0.8,France,4,Excellent
2006,0.75,France,3,Satisfactory
2006,0.75,France,3,Satisfactory
2006,0.75,France,3.5,Satisfactory
2016,0.77,U.K.,3.5,Satisfactory
2015,0.7,U.K.,3.5,Satisfactory
2015,0.74,U.K.,3.5,Satisfactory
2015,0.8,U.K.,2.75,Below Average
2014,0.75,U.K.,2.75,Below Average
2014,0.75,U.K.,3,Satisfactory
